"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051492","BP","GO:0051492","regulation of stress fiber assembly","21/2350","83/17913",0.00198374808166189,0.0312052663196194,0.0256601149221069,"4653/6281/6385/90102/6422/4070/22998/3925/7168/5345/8829/51763/7046/4771/29109/5295/23122/5217/55607/9475/1901",21
"GO:0032231","BP","GO:0032231","regulation of actin filament bundle assembly","23/2350","94/17913",0.00200490841604006,0.0314533481613167,0.025864112814733,"3397/4653/6281/6385/90102/6422/4070/22998/3925/7168/5345/2316/8829/51763/7046/4771/29109/5295/23122/5217/55607/9475/1901",23
"GO:0007599","BP","GO:0007599","hemostasis","63/2350","336/17913",0.0020219097990658,0.0315580545701984,0.0259502129767206,"928/1277/2152/3315/10398/5327/5054/7057/5329/947/7056/3673/1311/10544/5270/5028/5328/5154/1278/2149/5345/10630/6288/25946/2768/2316/1465/7980/7103/114897/5592/2776/23764/4627/2191/160851/5627/5912/5577/9060/23348/2627/5265/829/8526/10938/10461/5295/4097/11234/51317/3708/7414/2677/5567/64780/23414/5025/3710/5578/7410/221037/7225",63
"GO:0010721","BP","GO:0010721","negative regulation of cell development","60/2350","317/17913",0.00203294545851727,0.0315580545701984,0.0259502129767206,"2487/3280/3397/3398/3479/5997/2200/221476/29116/10769/3400/1910/9037/4916/4070/4133/5764/8829/6695/57534/5530/1499/6662/56963/4804/9448/5744/5465/4089/9353/152330/25871/23258/9139/85458/2580/51208/811/66008/2633/7068/1942/2288/4763/50807/7025/55294/1656/81618/81/282969/3949/6259/4193/23405/5793/22902/5978/7225/7533",60
"GO:0031032","BP","GO:0031032","actomyosin structure organization","35/2350","163/17913",0.00203322270043115,0.0315580545701984,0.0259502129767206,"4653/6281/6385/90102/6422/4629/4070/3880/22998/4628/3925/7168/5345/2006/8829/51763/7046/4771/4627/7273/10529/4089/29109/5295/88/1264/23363/1265/50848/23122/5217/55607/9475/3693/1901",35
"GO:2001242","BP","GO:2001242","regulation of intrinsic apoptotic signaling pathway","35/2350","163/17913",0.00203322270043115,0.0315580545701984,0.0259502129767206,"1191/3315/5743/6423/6648/5329/6591/6880/6615/25946/4487/9709/1649/50484/9451/637/3303/8996/1032/79156/10059/5770/259230/10105/4582/51616/90993/27113/55294/666/57805/4193/138151/10525/10625",35
"GO:0045667","BP","GO:0045667","regulation of osteoblast differentiation","29/2350","128/17913",0.00204687182337507,0.0315580545701984,0.0259502129767206,"374/3082/3397/3398/3399/3479/3488/6423/2697/650/3400/6591/115908/6422/10140/255743/2662/117581/1499/338773/9260/8313/57045/3570/202151/9770/56975/5727/5978",29
"GO:0008217","BP","GO:0008217","regulation of blood pressure","36/2350","169/17913",0.00204704440427056,0.0315580545701984,0.0259502129767206,"3398/5743/6446/6648/2697/947/4886/59/10135/1910/4311/185/1066/1278/2149/7168/1909/5345/10266/5125/9424/5144/6296/7026/183/83988/2028/367/5465/23576/66002/50848/5025/623/143872/11188",36
"GO:0010882","BP","GO:0010882","regulation of cardiac muscle contraction by calcium ion signaling","10/2350","28/17913",0.00204943500378773,0.0315580545701984,0.0259502129767206,"481/1756/79041/775/808/6262/6546/2946/817/1193",10
"GO:0051099","BP","GO:0051099","positive regulation of binding","38/2350","181/17913",0.00205829984273902,0.0315619496463846,0.0259534159009176,"25805/2959/3005/3280/3479/9314/6281/5329/7295/3673/650/10769/115908/51339/3925/4931/8829/2296/9709/1499/65981/54552/4803/808/6872/267/64641/285381/4686/79618/1193/5310/8932/6934/55869/94056/2332/54984",38
"GO:0016569","BP","GO:0016569","covalent chromatin modification","78/2350","433/17913",0.00206482357840443,0.0315619496463846,0.0259534159009176,"2959/3006/6591/6880/3008/171023/51111/8202/22880/8450/2140/5927/5929/1499/151050/4000/23135/30827/387893/11091/54107/9252/64754/8864/8473/8726/23338/4089/11177/23522/10891/22992/26147/8314/4582/6872/9646/472/23410/1111/57634/79903/284058/51147/23030/4524/7403/22823/195814/2005/8607/6419/54790/6720/55818/817/86/79184/51562/339287/84108/8932/2122/114803/5562/2146/84333/5977/1810/3720/5578/10902/1487/138151/5978/80854/2332/10014",78
"GO:0016570","BP","GO:0016570","histone modification","76/2350","420/17913",0.00206591239974622,0.0315619496463846,0.0259534159009176,"2959/3006/6591/6880/3008/171023/51111/8202/8450/2140/5927/5929/1499/151050/4000/23135/30827/387893/11091/54107/9252/64754/8864/8473/8726/23338/4089/11177/23522/10891/22992/26147/8314/4582/6872/9646/472/23410/1111/57634/79903/284058/51147/23030/4524/7403/22823/195814/2005/8607/6419/54790/6720/55818/817/86/79184/51562/339287/84108/2122/114803/5562/2146/84333/5977/1810/3720/5578/10902/1487/138151/5978/80854/2332/10014",76
"GO:0001953","BP","GO:0001953","negative regulation of cell-matrix adhesion","13/2350","42/17913",0.00208025061838371,0.0316980224775126,0.026065308696472,"347/4653/5054/7057/90102/11170/4771/9448/5295/8573/23122/4763/5921",13
"GO:0051055","BP","GO:0051055","negative regulation of lipid biosynthetic process","16/2350","57/17913",0.00211275406664795,0.0319791957441586,0.0262965176937374,"3638/650/6591/5154/6615/27122/341/33/653/8644/8877/55294/376497/79888/5562/5978",16
"GO:1902041","BP","GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors","16/2350","57/17913",0.00211275406664795,0.0319791957441586,0.0262965176937374,"467/3082/5054/6423/7057/6422/85450/8795/23017/4118/653/80196/6810/7078/10116/841",16
"GO:0001570","BP","GO:0001570","vasculogenesis","20/2350","78/17913",0.00211514214483297,0.0319791957441586,0.0262965176937374,"3037/3791/55273/3696/947/25976/10266/6910/1499/8879/677/10352/3685/4643/7048/54922/55294/23414/11146/5921",20
"GO:1903362","BP","GO:1903362","regulation of cellular protein catabolic process","46/2350","230/17913",0.00212998723115462,0.0321204275995306,0.0264126527589662,"1191/29116/10769/9104/51339/6880/9113/2768/1601/4130/1263/9709/3320/122809/90637/1459/8554/51667/3303/29062/28951/10221/8473/51136/85409/6872/116224/26263/6815/1942/1457/9683/55294/258010/9532/5310/79031/2295/6599/3949/8945/57805/11146/4193/863/2332",46
"GO:0007596","BP","GO:0007596","blood coagulation","62/2350","331/17913",0.00223708926267853,0.0336485900437935,0.0276692619331291,"928/1277/2152/3315/10398/5327/5054/7057/5329/947/7056/3673/1311/10544/5270/5028/5328/5154/1278/2149/5345/10630/6288/2768/2316/1465/7980/7103/114897/5592/2776/23764/4627/2191/160851/5627/5912/5577/9060/23348/2627/5265/829/8526/10938/10461/5295/4097/11234/51317/3708/7414/2677/5567/64780/23414/5025/3710/5578/7410/221037/7225",62
"GO:0070482","BP","GO:0070482","response to oxygen levels","71/2350","389/17913",0.00226777972886456,0.0337108849519895,0.0277204870849032,"51129/10370/1277/1410/29923/4609/4929/5327/5743/7057/947/3673/650/112399/6422/10135/481/360/5740/7412/5328/1909/5764/10266/1263/5179/358/84701/4000/114757/677/1958/8996/5465/30001/10059/4089/2113/10891/2627/23576/7048/1978/472/23545/1027/4194/9361/6513/4524/6262/6921/5698/6546/3163/3708/4763/836/2308/29988/405/81/5562/9475/4193/5352/114990/863/5978/7225/10525",71
"GO:0070507","BP","GO:0070507","regulation of microtubule cytoskeleton organization","36/2350","170/17913",0.00227608721518382,0.0337108849519895,0.0277204870849032,"2042/4131/58526/10769/90102/11170/4133/22809/3925/1499/79884/26146/3304/3303/55835/146057/153241/29899/636/23636/2770/85458/4281/1111/1027/23271/23122/2288/4926/5310/348235/5562/9475/324/1213/10274",36
"GO:0051549","BP","GO:0051549","positive regulation of keratinocyte migration","6/2350","12/17913",0.00230540675572612,0.0337108849519895,0.0277204870849032,"2252/3037/1839/9448/9922/2255",6
"GO:0097201","BP","GO:0097201","negative regulation of transcription from RNA polymerase II promoter in response to stress","6/2350","12/17913",0.00230540675572612,0.0337108849519895,0.0277204870849032,"10370/9531/3337/3725/3303/55364",6
"GO:0098885","BP","GO:0098885","modification of postsynaptic actin cytoskeleton","6/2350","12/17913",0.00230540675572612,0.0337108849519895,0.0277204870849032,"4628/83992/10810/10458/5217/8936",6
"GO:2000052","BP","GO:2000052","positive regulation of non-canonical Wnt signaling pathway","6/2350","12/17913",0.00230540675572612,0.0337108849519895,0.0277204870849032,"84870/6422/2719/1601/85407/4300",6
"GO:0003181","BP","GO:0003181","atrioventricular valve morphogenesis","9/2350","24/17913",0.00231626832668745,0.0337108849519895,0.0277204870849032,"6659/650/6910/26508/4089/7048/4194/1942/4193",9
"GO:0010881","BP","GO:0010881","regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion","9/2350","24/17913",0.00231626832668745,0.0337108849519895,0.0277204870849032,"1756/79041/775/808/6262/6546/2946/817/1193",9
"GO:0031954","BP","GO:0031954","positive regulation of protein autophosphorylation","9/2350","24/17913",0.00231626832668745,0.0337108849519895,0.0277204870849032,"5154/10457/57826/5912/4361/808/9770/5911/85456",9
"GO:0036003","BP","GO:0036003","positive regulation of transcription from RNA polymerase II promoter in response to stress","9/2350","24/17913",0.00231626832668745,0.0337108849519895,0.0277204870849032,"467/10365/1649/3309/4582/90993/22926/51360/83667",9
"GO:0043567","BP","GO:0043567","regulation of insulin-like growth factor receptor signaling pathway","9/2350","24/17913",0.00231626832668745,0.0337108849519895,0.0277204870849032,"8483/3479/3485/3487/3488/650/3486/653/367",9
"GO:0045724","BP","GO:0045724","positive regulation of cilium assembly","9/2350","24/17913",0.00231626832668745,0.0337108849519895,0.0277204870849032,"9738/55835/153241/23300/55329/9662/49856/2909/9696",9
"GO:0010595","BP","GO:0010595","positive regulation of endothelial cell migration","29/2350","129/17913",0.00231632365759901,0.0337108849519895,0.0277204870849032,"3315/3791/5743/7057/388/10769/64094/9037/84913/8828/8829/6678/8817/183/8613/147372/2113/811/57381/23328/2247/154810/57608/9475/116150/5025/27286/5578/5286",29
"GO:2001057","BP","GO:2001057","reactive nitrogen species metabolic process","21/2350","84/17913",0.00232420411816721,0.0337265438304745,0.0277333633929392,"1191/1545/3643/9314/5743/947/9104/2717/5740/54/445/10365/3320/183/1728/23576/493/6542/9475/5025/64757",21
"GO:0010594","BP","GO:0010594","regulation of endothelial cell migration","46/2350","231/17913",0.00232895770453756,0.0337265438304745,0.0277333633929392,"3315/3791/9314/5743/7057/388/10769/64094/9037/84913/8828/5764/8829/56999/6678/5176/8817/7026/2752/183/4223/8613/168667/147372/55333/2113/9353/811/57381/5607/1942/4763/23328/2247/154810/55294/57608/9475/5797/116150/5025/27286/1634/5578/10014/5286",46
"GO:0031128","BP","GO:0031128","developmental induction","11/2350","33/17913",0.0023438499022232,0.0337745877268509,0.0277728699265382,"650/10252/7472/6092/1499/6662/367/7482/204851/6495/2255",11
"GO:0048011","BP","GO:0048011","neurotrophin TRK receptor signaling pathway","11/2350","33/17913",0.0023438499022232,0.0337745877268509,0.0277728699265382,"4916/10252/183/84335/6272/4804/4803/6654/836/8936/66000",11
"GO:0071682","CC","GO:0071682","endocytic vesicle lumen","8/2418","20/18678",0.00231207779651991,0.0338166903351468,0.0285089482922408,"117156/6288/10808/6678/3320/3240/811/10525",8
"GO:0071437","CC","GO:0071437","invadopodium","7/2418","16/18678",0.00237421531823229,0.0338166903351468,0.0285089482922408,"5329/10630/6624/2191/6840/134265/22902",7
"GO:0019897","CC","GO:0019897","extrinsic component of plasma membrane","24/2418","102/18678",0.00237755691876576,0.0338166903351468,0.0285089482922408,"54206/6281/5270/54843/7472/6616/1837/1499/3838/3845/3092/134957/858/4926/9885/10160/22848/112574/22866/57488/94056/93145/324/2332",24
"GO:0030027","CC","GO:0030027","lamellipodium","39/2418","191/18678",0.002411888760902,0.0338166903351468,0.0285089482922408,"23224/59/65059/4739/4628/10630/4254/4638/1605/121512/130271/1499/6624/2195/3983/4771/323/4651/23516/23022/2191/3685/2017/8874/6810/10092/10810/57698/154810/10006/22885/8936/9459/55607/5797/55785/5586/22902/324",39
"GO:0032436","BP","GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","18/2350","68/17913",0.00236628743706202,0.0340139248342216,0.0279696770172822,"1191/10769/1601/1263/9709/122809/90637/8554/51667/3303/28951/10221/85409/6872/116224/26263/4193/863",18
"GO:0043542","BP","GO:0043542","endothelial cell migration","53/2350","275/17913",0.00241067406921739,0.0345668154003751,0.0284243193626331,"1545/3315/3397/3791/9314/3164/5743/7057/388/10769/1012/64094/9037/84913/8828/5764/8829/56999/6678/5176/8817/7026/7046/2752/183/4223/1960/4627/2191/168667/147372/55333/2113/9353/811/57381/5607/1942/4763/23328/2247/154810/55294/57608/9475/5797/116150/5025/27286/1634/5578/10014/5286",53
"GO:0007548","BP","GO:0007548","sex differentiation","52/2350","269/17913",0.00246491822652173,0.0352090384995005,0.0289524199197762,"9510/10370/3643/157506/6423/2697/130497/25976/2254/6422/6926/4257/3624/2316/4254/1271/2296/6092/5927/7046/1499/835/6662/9125/8879/5241/653/367/3309/4089/84159/9353/595/2627/10461/152006/472/10409/7482/8644/2288/4521/836/23414/5310/666/2295/57728/10184/51665/4327/2255",52
"GO:0048661","BP","GO:0048661","positive regulation of smooth muscle cell proliferation","24/2350","101/17913",0.00246752857201777,0.0352090384995005,0.0289524199197762,"9510/3398/3479/3488/5743/7057/1839/3673/2254/10135/1012/80310/5345/7052/183/3725/10203/3570/10891/7048/2247/4193/1901/4331",24
"GO:0061333","BP","GO:0061333","renal tubule morphogenesis","20/2350","79/17913",0.00248946617749257,0.0352798190977249,0.0290106228611031,"3280/4609/5228/130497/650/4070/255743/2719/1282/64412/9788/1499/183/6662/4089/7482/5727/2247/6495/5310",20
"GO:0097581","BP","GO:0097581","lamellipodium organization","20/2350","79/17913",0.00248946617749257,0.0352798190977249,0.0290106228611031,"1012/10630/6624/3983/6239/9353/123720/2017/8874/10092/10810/7414/10006/22885/29984/8936/9459/79902/1901/7410",20
"GO:1902806","BP","GO:1902806","regulation of cell cycle G1/S phase transition","40/2350","195/17913",0.00249456946263989,0.0352798190977249,0.0290106228611031,"9510/7832/1647/3398/9314/6659/10769/51339/11170/2273/25946/1263/7465/8450/835/10457/9125/637/1032/8738/1030/595/493/4582/6872/472/1027/4194/23019/91607/11319/55294/5310/85456/25904/2146/4193/246175/138151/2255",40
"GO:0031503","BP","GO:0031503","protein-containing complex localization","47/2350","238/17913",0.00250161681856749,0.0352798190977249,0.0290106228611031,"9775/1627/28981/6616/1605/22883/2239/6432/26146/6431/11127/5602/89891/140735/10762/8100/3092/23636/5903/117178/23059/9688/472/163/22920/8189/10212/84248/9903/55110/10569/2288/4686/8563/51626/9818/55746/55781/79902/57728/100101267/11260/545/4218/55764/138151/116841",47
"GO:0030901","BP","GO:0030901","midbrain development","22/2350","90/17913",0.00251384261565468,0.0352798190977249,0.0290106228611031,"3280/4929/6423/2254/6422/7472/1152/4487/1499/57447/4129/3309/808/6872/10409/79109/6654/59345/4040/6259/5810/7533",22
"GO:2001169","BP","GO:2001169","regulation of ATP biosynthetic process","22/2350","90/17913",0.00251384261565468,0.0352798190977249,0.0290106228611031,"2203/3479/3643/5209/5465/8473/10762/10891/23636/5903/9688/8604/11319/6901/9818/55746/405/5562/79902/100101267/51422/863",22
"GO:2000738","BP","GO:2000738","positive regulation of stem cell differentiation","8/2350","20/17913",0.00251924800952105,0.0352798190977249,0.0290106228611031,"10512/5764/6660/2296/6910/6662/2627/3214",8
"GO:2000045","BP","GO:2000045","regulation of G1/S transition of mitotic cell cycle","37/2350","177/17913",0.00252679095652838,0.0352798190977249,0.0290106228611031,"9510/7832/1647/3398/9314/6659/10769/51339/11170/2273/25946/1263/7465/8450/835/10457/9125/637/1032/8738/1030/595/4582/472/1027/4194/23019/91607/11319/5310/85456/25904/2146/4193/246175/138151/2255",37
"GO:0050821","BP","GO:0050821","protein stabilization","36/2350","171/17913",0.00252689588465542,0.0352798190977249,0.0290106228611031,"1191/1410/3479/5292/6659/9531/481/6880/11261/2316/4487/3320/2776/8613/3304/3303/10891/3092/9770/6872/5295/811/51616/4194/54765/6400/1942/8863/5190/5217/55294/1389/9532/66036/22848/902",36
"GO:0044849","BP","GO:0044849","estrous cycle","7/2350","16/17913",0.00256648289358168,0.0354928771728499,0.0291858206830603,"3036/3037/5764/9612/1958/2113/23394",7
"GO:0048385","BP","GO:0048385","regulation of retinoic acid receptor signaling pathway","7/2350","16/17913",0.00256648289358168,0.0354928771728499,0.0291858206830603,"9249/171023/1382/811/8644/23019/2146",7
"GO:0060572","BP","GO:0060572","morphogenesis of an epithelial bud","7/2350","16/17913",0.00256648289358168,0.0354928771728499,0.0291858206830603,"157506/7472/1499/23213/367/7482/2255",7
"GO:0099010","BP","GO:0099010","modification of postsynaptic structure","7/2350","16/17913",0.00256648289358168,0.0354928771728499,0.0291858206830603,"4628/83992/11346/10810/10458/5217/8936",7
"GO:0071364","BP","GO:0071364","cellular response to epidermal growth factor stimulus","13/2350","43/17913",0.00262909350883783,0.0362326962251122,0.029794174468866,"1277/54206/3397/6591/2296/51763/6662/677/678/5151/4141/10458/94056",13
"GO:0030166","BP","GO:0030166","proteoglycan biosynthetic process","15/2350","53/17913",0.00263239602457978,0.0362326962251122,0.029794174468866,"633/3479/1462/1499/79586/55790/9953/29940/56548/124583/3340/51363/6934/2131/1634",15
"GO:0070373","BP","GO:0070373","negative regulation of ERK1 and ERK2 cascade","19/2350","74/17913",0.00265481879480367,0.0364553470269981,0.0299772603975478,"467/1843/1848/54206/9314/10252/81848/57556/57447/55450/11117/55333/4089/5770/55885/23410/2633/7078/10048",19
"GO:0009410","BP","GO:0009410","response to xenobiotic stimulus","52/2350","270/17913",0.00267246120235747,0.0366114637956765,0.0301056353386402,"1545/54206/2354/4929/5997/1645/25976/4257/26227/387758/8639/2327/1036/1066/445/2328/114907/5179/5176/358/590/84152/5530/196/79041/64754/1958/3309/1728/8787/5577/9343/10891/808/5903/1978/2180/6262/7356/6546/2946/221935/5567/1577/2308/405/2948/5562/2326/4193/64757/10014",52
"GO:0001942","BP","GO:0001942","hair follicle development","21/2350","85/17913",0.00271268089715957,0.0370754232220686,0.0304871495381499,"2252/3488/10468/3624/5154/6615/1499/6662/64434/4089/54888/6654/4763/4926/26133/55612/147495/114803/55504/340481/2255",21
"GO:0060828","BP","GO:0060828","regulation of canonical Wnt signaling pathway","51/2350","264/17913",0.00273305784905374,0.0372666486146674,0.0306443943281751,"25805/1277/2487/3485/3487/6423/6424/6659/650/2254/6591/115908/6422/51339/3489/9037/2719/9113/27122/1601/85407/1649/1499/6662/2776/80114/65981/8313/1958/85409/4300/5754/6478/57680/219771/5698/8607/80139/4040/2308/55612/79705/1856/8945/6934/57805/54994/284654/324/7089/2255",51
"GO:0003401","BP","GO:0003401","axis elongation","10/2350","29/17913",0.00276492023482879,0.0376132272504915,0.0309293862117151,"374/157506/6423/6422/10252/3371/85407/6662/6495/2255",10
"GO:0071479","BP","GO:0071479","cellular response to ionizing radiation","18/2350","69/17913",0.00281616798404316,0.0382212938485486,0.031429399851292,"1410/1647/6423/388/6591/6422/10135/10276/7158/1958/23514/3309/472/3428/85456/4193/545/5810",18
"GO:0005819","CC","GO:0005819","spindle","60/2418","326/18678",0.00291490331730076,0.0400353047457839,0.0337515120950614,"2669/3315/4739/4628/9113/996/79848/3306/1499/79884/51490/283489/4627/91272/11127/57509/114327/29899/80817/22832/6623/84140/54888/23636/808/80254/4281/2017/472/79649/64210/26112/22920/1877/994/9903/5607/282809/23122/55177/84902/642273/55142/4926/79184/23331/3835/348235/56647/79902/143/10210/9657/11083/9391/1213/2009/57542/54984/10274",60
"GO:0000075","BP","GO:0000075","cell cycle checkpoint","40/2350","197/17913",0.00301902465459753,0.0408794150446199,0.0336151749915988,"7832/1843/1647/64859/6659/10769/9577/25946/1263/5546/835/9125/8738/1030/54465/595/54888/80254/84142/4582/1407/472/1111/1027/4194/23019/6419/10116/8555/79184/8563/85456/7483/25904/57805/4193/545/5810/324/246175",40
"GO:0048568","BP","GO:0048568","embryonic organ development","74/2350","413/17913",0.00304288724234937,0.0410122713285176,0.0337244228178478,"10370/3576/9775/2487/3280/3398/3399/3791/116039/7262/157506/2200/3638/2697/9935/130497/80184/2254/84870/8516/115908/6926/3202/9021/7472/3880/10763/5154/6615/10653/5125/4254/4487/2296/220/57534/7026/7046/1499/6662/26146/677/653/1028/9645/91461/7048/4188/5333/55084/5727/5754/6909/204851/7403/6262/1942/5930/196528/841/2202/8563/6495/23414/5310/405/8932/7483/1856/6935/2295/57728/55764/2255",74
"GO:0060428","BP","GO:0060428","lung epithelium development","11/2350","34/17913",0.00305993501028828,0.0410122713285176,0.0337244228178478,"54206/2252/3202/7472/10365/6662/6431/2627/9719/5310/2255",11
"GO:0019362","BP","GO:0019362","pyridine nucleotide metabolic process","37/2350","179/17913",0.00308865634771205,0.0410122713285176,0.0337244228178478,"2203/3479/3643/5743/4837/10135/5740/2327/5209/5465/8473/10762/10891/23636/5903/4907/51181/9688/8050/4199/8604/11319/683/9818/55746/405/4200/5562/79902/2326/100101267/51422/93100/863/2584/23475/669",37
"GO:0043409","BP","GO:0043409","negative regulation of MAPK cascade","37/2350","179/17913",0.00308865634771205,0.0410122713285176,0.0337244228178478,"467/1843/1848/54206/9314/4609/5997/6423/6422/51339/10252/5998/81848/51763/1605/57556/57447/55450/4771/11117/11072/55333/4089/5770/23636/55885/23410/2633/7078/27250/1942/4763/10048/221496/2308/51562/2122",37
"GO:0046496","BP","GO:0046496","nicotinamide nucleotide metabolic process","37/2350","179/17913",0.00308865634771205,0.0410122713285176,0.0337244228178478,"2203/3479/3643/5743/4837/10135/5740/2327/5209/5465/8473/10762/10891/23636/5903/4907/51181/9688/8050/4199/8604/11319/683/9818/55746/405/4200/5562/79902/2326/100101267/51422/93100/863/2584/23475/669",37
"GO:1901796","BP","GO:1901796","regulation of signal transduction by p53 class mediator","37/2350","179/17913",0.00308865634771205,0.0410122713285176,0.0337244228178478,"6591/6880/9891/6615/25946/1263/4487/387893/50484/1459/91875/112858/6882/80196/4361/5984/8805/4582/6872/472/1111/51616/4194/204851/5928/6119/22925/1457/54971/5562/580/133746/4193/51422/545/5810/6875",37
"GO:0030038","BP","GO:0030038","contractile actin filament bundle assembly","23/2350","97/17913",0.00308992946179373,0.0410122713285176,0.0337244228178478,"4653/6281/6385/90102/6422/4070/22998/3925/7168/5345/2006/8829/51763/7046/4771/29109/5295/23122/5217/55607/9475/3693/1901",23
"GO:0043149","BP","GO:0043149","stress fiber assembly","23/2350","97/17913",0.00308992946179373,0.0410122713285176,0.0337244228178478,"4653/6281/6385/90102/6422/4070/22998/3925/7168/5345/2006/8829/51763/7046/4771/29109/5295/23122/5217/55607/9475/3693/1901",23
"GO:0021915","BP","GO:0021915","neural tube development","33/2350","155/17913",0.00309208351345917,0.0410122713285176,0.0337244228178478,"3280/6385/6423/6659/115908/6422/51339/26227/10512/10653/57534/26146/677/653/8543/23648/5727/5754/4524/7403/84314/11019/23654/4763/5567/55746/5310/1856/5362/57728/11146/2909/55764",33
"GO:0061136","BP","GO:0061136","regulation of proteasomal protein catabolic process","35/2350","167/17913",0.00310552539647551,0.0410971569474628,0.0337942243287549,"1191/10769/6880/2768/1601/4130/1263/9709/122809/90637/8554/51667/3303/28951/10221/8473/51136/85409/6872/116224/26263/6815/9683/55294/258010/9532/5310/2295/6599/8945/57805/11146/4193/863/2332",35
"GO:0051020","MF","GO:0051020","GTPase binding","83/2360","426/16969",0.000784001998256016,0.0421750860683074,0.0385252070232399,"19/54206/10276/9771/54453/54843/397/5739/153020/2316/51196/1102/3320/203228/220441/121512/85440/2059/23002/201627/29966/4804/23365/22894/11127/10059/83874/6764/7204/123720/1121/636/23348/5903/23258/10938/5877/30000/8874/5875/26084/54922/25782/23268/79109/6654/27147/26088/22863/10048/23677/8936/10160/148170/64780/80005/85369/55667/9459/54874/64857/8924/1856/55607/9475/3376/94121/55103/9922/56990/23312/80243/55785/8649/5586/4218/5921/83547/7410/9732/60412/23179/23085",83
"GO:0019210","MF","GO:0019210","kinase inhibitor activity","19/2360","64/16969",0.000818548401017136,0.0421750860683074,0.0385252070232399,"3315/9021/11261/85450/84152/55450/28951/1032/10221/1028/1030/5577/1027/2764/836/4040/51562/51422/25998",19
"GO:0035257","MF","GO:0035257","nuclear hormone receptor binding","35/2360","147/16969",0.000840846416891753,0.0421750860683074,0.0385252070232399,"2959/4929/2114/9113/171023/8202/9612/1499/2274/9282/8554/55791/6882/10891/23636/8805/6872/1407/64210/811/23019/5481/2288/9862/10025/55818/85004/81/23054/9063/6934/10438/221037/7533/29079",35
"GO:0042730","BP","GO:0042730","fibrinolysis","9/2350","25/17913",0.00320286708831198,0.0421780847086942,0.0346830720729658,"5327/5054/7057/5329/7056/5328/5345/2191/5627",9
"GO:0060740","BP","GO:0060740","prostate gland epithelium morphogenesis","9/2350","25/17913",0.00320286708831198,0.0421780847086942,0.0346830720729658,"3400/6422/9420/3371/6662/23213/367/10116/2255",9
"GO:0045616","BP","GO:0045616","regulation of keratinocyte differentiation","12/2350","39/17913",0.00322611436013798,0.0421780847086942,0.0346830720729658,"54206/360/1513/2296/8202/861/677/6431/1514/4926/81537/9475",12
"GO:1902229","BP","GO:1902229","regulation of intrinsic apoptotic signaling pathway in response to DNA damage","12/2350","39/17913",0.00322611436013798,0.0421780847086942,0.0346830720729658,"1191/6423/6591/6880/6615/25946/637/1032/4582/51616/57805/138151",12
"GO:0007411","BP","GO:0007411","axon guidance","42/2350","210/17913",0.00323056954502849,0.0421780847086942,0.0346830720729658,"9037/8828/10512/23768/4628/1959/8829/1605/10752/6092/8660/57556/6324/23767/323/9260/9252/2674/10678/4147/2817/4089/9353/152330/2115/347733/5295/5727/6654/6464/7869/10048/8609/53358/5797/3913/59277/23114/6259/2131/2909/5578",42
"GO:0010951","BP","GO:0010951","negative regulation of endopeptidase activity","42/2350","210/17913",0.00323056954502849,0.0421780847086942,0.0346830720729658,"1293/1410/3082/9314/56925/5743/5054/6423/7057/7076/5329/2537/10653/51232/7980/9709/6695/25816/58189/358/80760/4804/727/4803/8996/79886/1032/5627/80196/1475/5271/3428/6478/5607/7078/1457/3699/89932/64780/9232/7483/4193",42
"GO:0098858","CC","GO:0098858","actin-based cell projection","40/2418","200/18678",0.00315676629409374,0.0424900743185017,0.0358209901582426,"2683/23224/59/8639/4133/65059/7412/5154/10630/4254/1756/1605/121512/1499/6624/2195/2059/4771/4651/83874/3685/760/4430/1836/9936/9873/51181/9497/88/55591/57698/10458/10006/10160/55607/23114/22902/9732/60412/2332",40
"GO:2001238","BP","GO:2001238","positive regulation of extrinsic apoptotic signaling pathway","14/2350","49/17913",0.00327880007542641,0.0427122259825637,0.0351222968605945,"467/50486/8406/7057/51330/6422/3624/183/4118/637/162989/7078/4763/81618",14
"GO:0048483","BP","GO:0048483","autonomic nervous system development","13/2350","44/17913",0.00329083077719034,0.0427734708589817,0.0351726585704155,"3280/6659/2335/1910/8828/7412/1909/1959/8829/104/1499/4763/6495",13
"GO:0030178","BP","GO:0030178","negative regulation of Wnt signaling pathway","40/2350","198/17913",0.00331502179156705,0.0429921492790785,0.0353524780064426,"2487/3485/3487/6423/6424/650/2254/25987/6591/115908/6422/51339/3489/2719/9113/27122/1601/85407/1649/6662/80114/8313/1958/85409/4188/4300/6478/57680/5698/388630/25776/4040/2308/55612/147495/1856/6934/324/4772/7089",40
"GO:0042277","MF","GO:0042277","peptide binding","47/2360","215/16969",0.000937685766642797,0.0436680018903088,0.0398889242428733,"1191/1410/3643/10267/3673/3122/1910/4257/4311/9577/3624/23428/10266/5125/30061/22883/590/10314/5530/3838/2890/323/4804/3134/10203/3123/10105/5745/5295/163/811/10450/11015/8315/23394/5481/2946/23621/3113/5229/26232/81618/2948/3949/623/3106/23398",47
