"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050900","BP","GO:0050900","leukocyte migration","93/1578","467/17913",4.01498370047081e-14,5.63860393836852e-12,4.2706232274841e-12,"101/2683/6348/6351/2833/257144/1880/3162/3507/3514/28778/5641/6402/6352/1236/962/26228/301/857/28908/3539/3603/3512/9123/6520/30009/100/6370/4345/3676/6382/811/1230/1235/960/965/3055/3146/3383/3493/3586/3932/3958/7124/8740/29802/11314/2534/5142/5724/8784/481/975/1269/1435/23604/9046/3688/23143/5919/23657/199/351/387695/51192/1906/2207/2625/3683/255231/140885/23075/8600/90952/2185/29108/207/682/972/8832/634/1399/2650/2841/3635/3689/120425/1130/5293/11035/1901/8140/6654",93
"GO:0002819","BP","GO:0002819","regulation of adaptive immune response","45/1578","150/17913",8.27538667290228e-14,1.1345161062517e-11,8.59271353028425e-12,"3659/64092/962/11221/84807/10673/301/30009/7128/100/2208/3566/10666/958/941/3146/3586/4049/5788/7124/115650/7133/84868/29126/975/8809/7292/80149/2207/2625/3572/7037/1178/2213/64332/10039/29108/7189/634/3133/3134/3665/10859/5532/11035",45
"GO:0070665","BP","GO:0070665","positive regulation of leukocyte proliferation","42/1578","134/17913",1.05489750373873e-13,1.41258135500642e-11,1.06987524063392e-11,"1026/10148/1880/3109/6352/10673/301/3115/100/3479/100133941/958/970/160365/3146/5788/115650/952/1604/84868/3559/29126/916/975/1435/3280/7293/7292/199/3113/3572/4690/4860/7037/4773/29108/7189/283234/972/3133/23308/57162",42
"GO:1903706","BP","GO:1903706","regulation of hemopoiesis","92/1578","468/17913",1.22970977731915e-13,1.60924293131901e-11,1.21882478646728e-11,"101/6348/942/3398/3659/3662/9636/3725/4609/4792/8651/10221/7538/677/678/11221/3148/84807/639/7494/301/1051/5292/30009/100/9308/3111/3566/1230/939/941/2124/3146/3958/55795/5788/54997/7124/10385/3559/4005/4212/10398/8784/10766/1435/10272/3280/8365/7071/114803/861/7292/80149/652/1499/2625/3902/4830/4860/8600/1021/2213/2309/3149/2648/83881/4763/4773/64332/2185/5914/864/7189/11091/972/634/1540/2113/96459/3635/3665/10859/11006/2475/5929/64783/6654/6772/6938/27327/171392",92
"GO:0071216","BP","GO:0071216","cellular response to biotic stimulus","54/1578","206/17913",1.39781430824291e-13,1.78858106374726e-11,1.35465372609366e-11,"6348/1649/3309/3394/4792/10221/10628/7431/7538/57379/6352/4064/3148/27250/26228/7494/824/834/968/1051/7128/129607/958/3055/3146/3383/3586/9450/7124/7133/706/10018/1604/84868/199713/5142/5724/10417/7292/80149/92140/26191/140885/7096/114769/2213/29108/5914/7189/207/9451/2672/10859/259230",54
"GO:0051250","BP","GO:0051250","negative regulation of lymphocyte activation","41/1578","132/17913",2.90555668606258e-13,3.63699899964094e-11,2.75462731129457e-11,"3398/3659/4332/64092/8651/84807/301/1051/30009/7128/3566/472/3146/3586/3958/10385/11314/84868/3559/54900/8379/29126/80380/861/201633/7292/80149/652/3902/7940/26191/2213/3149/10039/864/972/634/3134/3635/10859/57162",41
"GO:0042119","BP","GO:0042119","neutrophil activation","95/1578","499/17913",3.58919236320108e-13,4.39714247389614e-11,3.3303525108045e-11,"101/2683/4033/4257/4332/5315/51316/6282/6402/230/6352/1075/2512/11031/968/2171/2268/2517/1992/5199/1471/10383/820/960/963/965/1776/2212/2495/3146/84329/3958/5788/7133/240/302/11314/1604/967/8836/3482/25840/5724/6515/340061/5660/8635/64333/10396/966/5611/79930/2207/2896/2934/2992/3417/3683/5329/4860/5768/326624/5273/140885/9145/7130/54918/23406/1522/1727/1536/23317/2213/10549/29108/64114/203068/23250/51411/79169/8621/634/1508/8560/8694/11010/138050/3312/3689/23385/5873/121260/6518/9725/7414",95
"GO:0002768","BP","GO:0002768","immune response-regulating cell surface receptor signaling pathway","86/1578","434/17913",4.99917092510365e-13,5.99692212223892e-11,4.54200989971588e-11,"257144/3117/3119/3514/28778/3725/4332/931/28755/1236/933/973/3123/3500/3502/3503/84807/26228/151888/2268/3115/28908/3539/100/5530/640/10666/100133941/958/2212/2633/9402/3055/3932/3958/5359/5788/10385/11314/952/2534/54900/4772/5142/5971/916/975/1380/3122/3783/27040/5567/861/80149/11119/2207/2625/3113/89857/4214/4690/55824/26191/23180/6794/7006/60/2213/4773/64332/7189/71/9564/634/1399/1540/7430/3635/10859/11006/5293/59338/5532/9252/6654/121665",86
"GO:0002283","BP","GO:0002283","neutrophil activation involved in immune response","93/1578","488/17913",6.02740279611796e-13,7.08281332654024e-11,5.36445322971358e-11,"101/2683/4033/4257/4332/5315/51316/6282/6402/230/1075/2512/11031/968/2171/2268/2517/1992/5199/1471/10383/820/960/963/965/1776/2212/2495/3146/84329/3958/5788/7133/240/302/11314/1604/967/8836/3482/25840/5724/6515/340061/5660/8635/64333/10396/966/5611/79930/2207/2896/2934/2992/3417/3683/5329/4860/5768/326624/5273/140885/9145/7130/54918/23406/1522/1727/1536/23317/10549/29108/64114/203068/23250/51411/79169/8621/634/1508/8560/8694/11010/138050/3312/3689/23385/5873/121260/6518/9725/7414",93
"GO:0071219","BP","GO:0071219","cellular response to molecule of bacterial origin","49/1578","183/17913",7.95828637348469e-13,9.16476258770497e-11,6.94130114638886e-11,"6348/3394/4792/10221/7431/7538/57379/6352/4064/3148/27250/26228/7494/824/834/968/1051/7128/129607/958/3055/3146/3383/3586/9450/7124/7133/706/1604/84868/199713/5142/5724/10417/7292/80149/92140/26191/140885/7096/114769/2213/29108/5914/7189/207/2672/10859/259230",49
"GO:0048872","BP","GO:0048872","homeostasis of number of cells","58/1578","241/17913",9.16432534663218e-13,1.03467030090016e-10,7.83649120972077e-11,"1880/3162/3398/9636/5366/1831/7538/677/1236/3148/10673/301/6498/7128/100/10365/3146/115650/8740/10018/2146/3559/5142/10603/27240/608/9133/1435/2016/27040/55646/23657/6662/652/2116/2207/2625/1021/2309/9258/207/5926/972/1540/55619/2113/10320/3635/222236/23385/5293/5532/11035/54700/4090/6654/6772/29766",58
"GO:0002286","BP","GO:0002286","T cell activation involved in immune response","32/1578","88/17913",9.5867036558527e-13,1.0615430702e-10,8.04002292433152e-11,"942/1880/3109/3662/10538/84807/301/30009/3566/6095/941/3146/3383/3958/84868/4063/5971/114836/975/8809/7292/80149/2625/3683/7248/2213/64332/5914/634/10859/2475/5873",32
"GO:0043312","BP","GO:0043312","neutrophil degranulation","92/1578","485/17913",1.06261420433197e-12,1.15444011104594e-10,8.7436159851983e-11,"101/2683/4033/4257/4332/5315/51316/6282/6402/230/1075/2512/11031/968/2171/2268/2517/1992/5199/1471/10383/820/960/963/965/2212/2495/3146/84329/3958/5788/7133/240/302/11314/1604/967/8836/3482/25840/5724/6515/340061/5660/8635/64333/10396/966/5611/79930/2207/2896/2934/2992/3417/3683/5329/4860/5768/326624/5273/140885/9145/7130/54918/23406/1522/1727/1536/23317/10549/29108/64114/203068/23250/51411/79169/8621/634/1508/8560/8694/11010/138050/3312/3689/23385/5873/121260/6518/9725/7414",92
"GO:0050864","BP","GO:0050864","regulation of B cell activation","36/1578","110/17913",1.42694897526639e-12,1.52155040733034e-10,1.15240733031747e-10,"1026/1880/3398/4332/64092/677/678/933/10673/7494/30009/7128/100/472/939/958/3586/51237/55795/5788/115650/11314/952/975/7293/7292/196/7037/2213/3149/4773/10039/972/1540/3635/57162",36
"GO:0046631","BP","GO:0046631","alpha-beta T cell activation","40/1578","133/17913",1.80837741822675e-12,1.89320675893629e-10,1.43389619975376e-10,"942/10148/1880/3659/3662/8651/10538/84807/639/301/30009/100/9308/3566/6095/941/3146/5788/11314/1604/4063/5971/114836/6932/29126/916/975/8809/861/7292/80149/2625/4860/64332/5914/864/2841/3133/10859/2475",40
"GO:0050866","BP","GO:0050866","negative regulation of cell activation","49/1578","187/17913",1.91144538339798e-12,1.96537544957242e-10,1.48855605703343e-10,"3162/3398/3659/4332/64092/8651/84807/301/1051/30009/7128/4345/3566/472/3146/3586/3958/5788/10385/11314/84868/3559/54900/8379/29126/1269/80380/861/201633/7292/80149/18/652/2896/3902/7940/26191/2213/3149/10039/864/972/8832/634/2852/3134/3635/10859/57162",49
"GO:0042102","BP","GO:0042102","positive regulation of T cell proliferation","32/1578","90/17913",1.95047332030612e-12,1.97032024181099e-10,1.49230119409571e-10,"10148/3109/6352/10673/301/3115/3479/100133941/970/160365/3146/5788/115650/1604/84868/3559/29126/916/975/3280/7292/199/3113/3572/4690/4860/7037/29108/7189/283234/3133/23308",32
"GO:0002446","BP","GO:0002446","neutrophil mediated immunity","93/1578","499/17913",2.28439763040321e-12,2.26785544066581e-10,1.71765143062804e-10,"101/2683/4033/4257/4332/5315/51316/6282/6402/230/1075/2512/11031/968/2171/2268/2517/1992/5199/1471/10383/820/960/963/965/1776/2212/2495/3146/84329/3958/5788/7133/240/302/11314/1604/967/8836/3482/25840/5724/6515/340061/5660/8635/64333/10396/966/5611/79930/2207/2896/2934/2992/3417/3683/5329/4860/5768/326624/5273/140885/9145/7130/54918/23406/1522/1727/1536/23317/10549/29108/64114/203068/23250/51411/79169/8621/634/1508/8560/8694/11010/138050/3312/3689/23385/5873/121260/6518/9725/7414",93
"GO:0071222","BP","GO:0071222","cellular response to lipopolysaccharide","47/1578","176/17913",2.58610934097681e-12,2.52386738734652e-10,1.91155236390133e-10,"6348/3394/4792/10221/7431/7538/57379/6352/4064/3148/27250/26228/7494/824/834/968/1051/7128/129607/958/3055/3146/3383/3586/9450/7124/7133/706/1604/84868/199713/5142/5724/10417/7292/80149/92140/26191/140885/114769/29108/5914/7189/207/2672/10859/259230",47
"GO:0030099","BP","GO:0030099","myeloid cell differentiation","81/1578","411/17913",3.24081194424772e-12,3.11009919582973e-10,2.355558576319e-10,"6348/1880/3398/3662/3394/9636/3725/3726/4609/4792/10221/7538/677/10538/1236/3148/1051/8761/10365/1230/2124/2194/3958/54997/7124/302/55509/4212/10398/5971/10766/975/1435/10272/8365/7071/55646/861/351/652/1499/2116/2207/2625/4830/5305/7037/8600/10537/25946/1021/2309/3149/79705/9258/4763/2185/5914/7189/11091/5926/972/634/2113/3428/10320/3635/3665/10859/11006/2475/5293/5613/5929/64783/4090/54861/6772/29766/27327/171392",81
"GO:0002697","BP","GO:0002697","regulation of immune effector process","84/1578","441/17913",8.39275682323187e-12,7.92221209642116e-10,6.00020561150123e-10,"330/942/51191/3109/3162/3434/3514/28778/3662/9447/933/151636/11221/3500/3502/3503/84807/83666/7494/301/2268/28908/3539/5272/30009/7128/5199/2208/3566/10666/958/941/1776/3146/3586/3958/4049/51237/5788/7124/7133/11314/1604/84868/3559/5724/114836/340061/975/1380/55601/8809/10417/7293/7292/80149/966/9188/2207/2625/2896/3902/57506/7037/1178/23586/2213/64332/10039/29108/5914/8482/7189/972/8832/634/3133/3134/3689/10859/5532/9698/11035/6772",84
"GO:0002573","BP","GO:0002573","myeloid leukocyte differentiation","50/1578","201/17913",9.28470669160984e-12,8.6227969564983e-10,6.53082170175545e-10,"6348/1880/3398/3662/3725/3726/4609/10221/677/10538/1236/1051/1230/2124/2194/54997/7124/302/55509/5971/10766/975/1435/10272/7071/861/351/652/1499/2207/2625/4830/7037/8600/10537/1021/79705/4763/5914/7189/972/634/3428/3635/3665/10859/11006/2475/5293/171392",50
"GO:0045619","BP","GO:0045619","regulation of lymphocyte differentiation","44/1578","164/17913",1.08393162633426e-11,9.90679095941695e-10,7.50330614520108e-10,"101/942/3398/3659/3662/8651/677/678/11221/84807/639/7494/301/30009/100/9308/3111/3566/939/941/3146/55795/5788/10385/3559/8784/861/7292/80149/652/2625/3902/4860/3149/2648/4773/64332/5914/864/972/1540/3635/11006/6654",44
"GO:1902107","BP","GO:1902107","positive regulation of leukocyte differentiation","40/1578","143/17913",2.28073484319397e-11,2.05194862923608e-09,1.55412573278826e-09,"101/942/3398/3725/8651/10221/677/11221/84807/7494/301/100/9308/3566/1230/939/941/2124/3146/55795/5788/54997/7124/10385/3559/1435/7071/861/7292/2625/4860/8600/64332/5914/864/7189/972/1540/3635/11006",40
"GO:2001233","BP","GO:2001233","regulation of apoptotic signaling pathway","77/1578","397/17913",2.53591719968298e-11,2.24643249781148e-09,1.70142590417596e-09,"664/1649/9709/3162/3315/5366/8743/638/90427/1075/2023/3148/2537/7494/857/355/4000/6498/7128/7185/27113/1032/3479/598/960/8837/2017/3383/81618/3932/3958/4118/8682/5788/7124/467/10018/637/2534/6478/8742/23604/652/90993/1499/11124/2934/4193/10962/4690/5329/5533/10771/25946/835/4763/2923/29108/6477/64114/207/79886/972/1495/1540/3301/9451/2730/2852/9026/10525/3622/5883/11035/50484/54700/259230",77
"GO:0035690","BP","GO:0035690","cellular response to drug","72/1578","362/17913",3.39026623912227e-11,2.95775045528273e-09,2.24017113695113e-09,"664/54541/3162/3309/4502/4609/7431/9447/53335/969/7184/7128/1471/10365/5530/641/8837/1545/1978/114907/3383/3586/23135/1728/5032/7124/2146/2534/5141/5142/5724/999/8851/56160/5660/6662/94241/80149/196/199/468/1499/1906/3709/3779/84557/4193/4830/26191/23064/140885/7037/60/1536/1946/1958/2309/388/64754/1399/1495/2113/2332/2730/4217/59338/5532/5978/11035/23514/6872/79041",72
"GO:1902106","BP","GO:1902106","negative regulation of leukocyte differentiation","32/1578","99/17913",3.59906625768457e-11,3.09304828533549e-09,2.34264438422422e-09,"6348/3398/3659/4609/8651/10221/84807/301/30009/3566/3146/10766/10272/861/7292/80149/652/1499/3902/4830/1021/2213/3149/4763/5914/864/972/634/3635/10859/11006/171392",32
"GO:1903707","BP","GO:1903707","negative regulation of hemopoiesis","41/1578","152/17913",4.53318048035285e-11,3.83853723615761e-09,2.90727039165664e-09,"6348/3398/3659/4609/4792/8651/10221/7538/677/84807/301/30009/3566/3146/4212/10766/10272/3280/8365/861/7292/80149/652/1499/3902/4830/1021/2213/3149/83881/4763/2185/5914/864/972/634/3635/10859/11006/64783/171392",41
"GO:0002822","BP","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","38/1578","135/17913",5.85141148289692e-11,4.88296048094499e-09,3.69830629651288e-09,"84807/10673/301/30009/7128/100/2208/3566/10666/958/941/3146/3586/4049/5788/7124/115650/7133/84868/29126/975/8809/7292/80149/2207/2625/7037/1178/2213/64332/10039/7189/634/3133/3134/10859/5532/11035",38
"GO:0046634","BP","GO:0046634","regulation of alpha-beta T cell activation","30/1578","90/17913",6.17041967753969e-11,5.07561092903907e-09,3.84421785324014e-09,"942/10148/3659/3662/8651/84807/639/301/30009/100/9308/3566/941/3146/5788/11314/1604/29126/916/975/861/7292/80149/2625/4860/64332/5914/864/3133/10859",30
"GO:0002237","BP","GO:0002237","response to molecule of bacterial origin","64/1578","309/17913",7.15492825003343e-11,5.80254603713978e-09,4.3947913624742e-09,"6348/3394/4257/4791/4792/10221/7431/7538/57379/6352/1236/4064/11221/3148/27250/26228/7494/824/834/968/1051/6678/7128/54/129607/100133941/958/3055/3146/3383/3586/4049/9450/7124/7133/706/1604/84868/199713/5142/5724/5739/1269/3587/10417/7292/80149/1439/1906/92140/26191/140885/7096/114769/2213/29108/5914/7189/207/2643/2672/10859/57162/259230",64
"GO:0002429","BP","GO:0002429","immune response-activating cell surface receptor signaling pathway","76/1578","399/17913",8.39580313547587e-11,6.71431034084306e-09,5.08535268863692e-09,"257144/3117/3119/3514/28778/4332/931/28755/1236/933/973/3123/3500/3502/3503/84807/26228/2268/3115/28908/3539/100/640/10666/2212/2633/9402/3055/3932/3958/5359/5788/10385/11314/952/2534/54900/5142/5971/916/975/1380/3122/3783/27040/5567/861/80149/11119/2207/2625/3113/89857/4690/55824/26191/23180/6794/7006/60/2213/4773/64332/7189/71/9564/634/1399/1540/7430/3635/11006/5293/59338/9252/121665",76
"GO:0042100","BP","GO:0042100","B cell proliferation","26/1578","71/17913",1.07325657270603e-10,8.46549499402924e-09,6.41168274076582e-09,"1026/1880/4332/931/933/973/10673/100/472/958/3586/51237/5788/115650/11314/952/975/1380/7293/196/7037/2213/4773/972/3635/57162",26
"GO:1903708","BP","GO:1903708","positive regulation of hemopoiesis","45/1578","182/17913",1.2516986152227e-10,9.73956841412477e-09,7.37665343224418e-09,"101/942/3398/9636/3725/8651/10221/677/11221/3148/84807/7494/301/100/9308/3566/1230/939/941/2124/3146/55795/5788/54997/7124/10385/3559/1435/7071/861/7292/2625/4860/8600/2309/64332/5914/864/7189/972/1540/2113/3635/11006/6772",45
"GO:0030888","BP","GO:0030888","regulation of B cell proliferation","23/1578","57/17913",1.29775574544773e-10,9.96330344305069e-09,7.54610814510869e-09,"1026/1880/4332/933/10673/100/472/958/3586/51237/5788/115650/11314/952/975/7293/196/7037/2213/4773/972/3635/57162",23
"GO:0045580","BP","GO:0045580","regulation of T cell differentiation","38/1578","139/17913",1.5040955086611e-10,1.13955025511455e-08,8.63084167920073e-09,"101/942/3659/3662/8651/11221/84807/639/7494/301/30009/100/9308/3111/3566/939/941/3146/5788/10385/3559/8784/861/7292/80149/652/2625/3902/4860/2648/4773/64332/5914/864/972/1540/11006/6654",38
"GO:0002449","BP","GO:0002449","lymphocyte mediated immunity","61/1578","293/17913",1.6034480017296e-10,1.19904592129338e-08,9.08145600979594e-09,"3119/3514/28778/57379/10538/1075/3500/3502/3503/28908/3539/5272/30009/2208/3566/10383/1235/10666/939/958/3146/3383/3586/4049/5788/7124/7133/1604/84868/114836/57823/975/1380/8809/2956/7292/11118/2207/2625/3902/4683/23180/165918/23075/7037/1178/2213/10039/7189/203068/972/634/3133/3134/3635/3665/10859/1130/5532/5873/11035",61
"GO:0046632","BP","GO:0046632","alpha-beta T cell differentiation","31/1578","99/17913",1.80085297590262e-10,1.32939890195478e-08,1.00687366790345e-08,"942/1880/3659/3662/8651/10538/84807/639/301/30009/100/9308/3566/6095/941/3146/4063/5971/114836/6932/8809/861/7292/80149/2625/4860/64332/5914/864/2841/2475",31
"GO:0032496","BP","GO:0032496","response to lipopolysaccharide","61/1578","295/17913",2.14023564493569e-10,1.55993377766325e-08,1.1814785179172e-08,"6348/3394/4257/4791/4792/10221/7431/7538/57379/6352/1236/4064/11221/3148/27250/26228/7494/824/834/968/1051/6678/7128/54/129607/958/3055/3146/3383/3586/4049/9450/7124/7133/706/1604/84868/199713/5142/5724/5739/1269/3587/10417/7292/80149/1439/1906/92140/26191/140885/114769/29108/5914/7189/207/2643/2672/10859/57162/259230",61
"GO:0001776","BP","GO:0001776","leukocyte homeostasis","28/1578","84/17913",2.66726237865696e-10,1.91976209703834e-08,1.45400895194418e-08,"1880/5366/1831/10673/301/6498/7128/100/3146/115650/8740/10018/3559/5142/10603/27240/608/9133/27040/23657/2207/207/972/55619/5293/5532/11035/6654",28
"GO:0097191","BP","GO:0097191","extrinsic apoptotic signaling pathway","49/1578","213/17913",2.89469067702153e-10,2.05773196522099e-08,1.5585059746459e-08,"3162/2872/5366/8743/3148/2537/857/355/4000/6498/7128/7185/3479/598/939/970/8837/2017/3383/81618/3958/4118/8682/5788/7124/7133/467/10018/637/2534/6478/8742/81537/652/9994/11124/10962/10771/2309/4763/2923/29108/64114/207/1495/1540/2730/2852/204851",49
"GO:2001236","BP","GO:2001236","regulation of extrinsic apoptotic signaling pathway","39/1578","151/17913",5.42320552549873e-10,3.80814846534411e-08,2.88425423519143e-08,"3162/5366/8743/3148/2537/857/355/4000/6498/7128/7185/3479/598/8837/2017/3383/81618/3958/4118/8682/5788/7124/467/637/2534/6478/8742/652/11124/10771/4763/2923/29108/64114/207/1495/1540/2730/2852",39
"GO:0051607","BP","GO:0051607","defense response to virus","51/1578","231/17913",5.952474296337e-10,4.12943939738656e-08,3.1275968306562e-08,"330/664/54541/51191/10964/3434/3659/9636/4600/5366/6039/9447/151636/2537/83666/7128/958/2633/8638/5359/5788/665/3559/3669/340061/55601/10417/80149/9188/5611/2316/57506/51251/64108/81622/10771/164668/23586/4938/29108/63901/3428/3665/10379/10859/1130/84166/4940/9698/6772/7706",51
"GO:0098552","CC","GO:0098552","side of membrane","70/1613","359/18678",6.80693247652883e-11,4.15222881068258e-08,3.44645739074775e-08,"2683/3117/3119/931/6277/969/973/3123/118429/301/824/3115/5996/100/9308/2208/3643/5530/6382/246329/2015/811/1230/958/3055/3383/5788/7124/115650/3105/3559/916/999/1269/9852/3122/3560/3688/5340/966/3113/81502/3902/26191/7037/7188/308/1946/2213/2185/8482/7189/490/972/1540/3301/10495/57488/7430/3133/3134/3312/3561/3689/10859/4217/5778/1901/51429/121665",70
"GO:0002440","BP","GO:0002440","production of molecular mediator of immune response","45/1578","191/17913",6.78180983875994e-10,4.64876917280711e-08,3.52093210049905e-08,"3119/3162/9452/57379/10538/933/4189/10673/7494/30009/3566/472/1235/958/3586/51237/5788/7124/7133/1604/54900/975/8809/2956/10417/7293/7292/9188/2207/2625/57506/4683/165918/23075/7037/1178/23586/2213/10039/8482/7189/972/3133/3134/10859",45
"GO:0007249","BP","GO:0007249","I-kappaB kinase/NF-kappaB signaling","54/1578","253/17913",6.96183095233834e-10,4.71602619100755e-08,3.57187190532975e-08,"330/3162/3315/3956/4792/5966/6275/92610/8743/1236/84807/11040/834/7128/6095/958/8837/7124/80216/2534/54469/843/28512/6574/80149/1499/51523/9188/2316/4215/57506/92140/80762/140885/8600/7188/10537/10771/114769/142678/10549/29108/399/8878/7189/9100/207/972/10783/57162/11035/6772/7706/171392",54
"GO:0050868","BP","GO:0050868","negative regulation of T cell activation","31/1578","104/17913",7.13041449351865e-10,4.77406123880004e-08,3.61582708037304e-08,"3659/8651/84807/301/1051/30009/3566/3146/3586/3958/10385/11314/84868/3559/54900/8379/29126/80380/861/201633/7292/80149/652/3902/26191/2213/864/972/634/10859/57162",31
"GO:0001818","BP","GO:0001818","negative regulation of cytokine production","59/1578","290/17913",8.18783219210254e-10,5.41902732898005e-08,4.10431806072363e-08,"51191/3162/9636/5966/28984/7538/27250/6504/301/307/1992/30009/7128/54/4345/9308/3479/10365/100133941/2633/3146/3586/5788/5552/7124/706/10385/84868/199713/5971/29126/80380/201633/7292/80149/2625/7850/3902/57506/26191/140885/114769/23586/2213/29108/5914/490/8832/634/1540/7430/2841/3134/3635/10859/84166/9252/28951/7706",59
"GO:0050852","BP","GO:0050852","T cell receptor signaling pathway","43/1578","180/17913",1.02273702268383e-09,6.69195429160627e-08,5.0684204365779e-08,"3117/3119/28755/1236/3123/84807/3115/100/10666/2633/9402/3932/3958/5788/10385/11314/2534/5142/916/975/3122/3783/27040/80149/11119/2625/3113/4690/55824/26191/23180/6794/64332/7189/9564/634/1399/1540/7430/3635/11006/5293/121665",43
"GO:0050853","BP","GO:0050853","B cell receptor signaling pathway","21/1578","53/17913",1.23279395157161e-09,7.97576131814531e-08,6.04076326595054e-08,"257144/4332/931/933/973/26228/640/5788/11314/952/975/861/89857/26191/23180/7006/2213/4773/9564/5293/59338",21
"GO:0030183","BP","GO:0030183","B cell differentiation","32/1578","113/17913",1.59619286821839e-09,1.01433444951128e-07,7.68246946916001e-08,"1880/3398/9452/1316/3956/931/677/678/57379/973/4189/3087/4066/7494/100/3676/472/939/112616/3586/55795/5788/1380/3688/2213/3149/359948/2185/1540/55619/96459/3635",32
"GO:0035710","BP","GO:0035710","CD4-positive, alpha-beta T cell activation","28/1578","90/17913",1.60306416994662e-09,1.01433444951128e-07,7.68246946916001e-08,"942/1880/3662/8651/10538/84807/301/30009/9308/3566/6095/941/3146/1604/4063/5971/114836/29126/975/8809/861/7292/80149/2625/64332/5914/864/2475",28
"GO:0071356","BP","GO:0071356","cellular response to tumor necrosis factor","55/1578","266/17913",1.65350842031336e-09,1.03488059610482e-07,7.83808396494078e-08,"330/6348/4050/4792/8115/7538/677/678/9447/6352/10673/834/8970/7128/7185/2634/10365/6095/939/958/965/970/2633/3383/4049/7124/115650/7133/8740/608/8784/8742/54469/23495/7293/7292/80149/1906/2625/3987/8600/114769/2309/2648/2185/29108/207/1540/2852/204851/4217/259230/6772/55504/171392",55
